Nome,Atribuir,Data,Status
Implementação,,,A iniciar
Layout,,,A iniciar
Copy,,,A iniciar
Solicitar arquivos e informações,,,A iniciar
Pós venda,,,A iniciar
Reunião de Briefing,,,A iniciar
Infraestrutura,,,A iniciar
