Nome,Atribuir,Data,Status
Layout,,,A iniciar
Reunião de Briefing,,,A iniciar
Enviar para aprovação,,,A iniciar
Alterações finais,,,A iniciar
Otimização,,,A iniciar
Solicitar arquivos e informações,,,A iniciar
Infraestrutura,,,A iniciar
Implementação,,,A iniciar
