Nome,Atribuir,Data,Status
Layout,,,A iniciar
Implementação,,,A iniciar
Solicitar arquivos e informações,,,A iniciar
Reunião de Briefing,,,A iniciar
Copy,,,A iniciar
Pós venda,,,A iniciar
Infraestrutura,,,A iniciar
