Nome,Atribuir,Data,Status
Layout,,,Feito
Implementação,,,Feito
Infraestrutura,,,Feito
Reunião de Briefing,,,Feito
Solicitar arquivos e informações,,,Feito
Pós venda,,,A iniciar
