Nome,Atribuir,Data,Status
Layout,,,A iniciar
Enviar para aprovação,,,A iniciar
Infraestrutura,,,A iniciar
Implementação,,,A iniciar
Solicitar arquivos e informações,,,A iniciar
Alterações finais,,,A iniciar
Otimização,,,A iniciar
Reunião de Briefing,,,A iniciar
