Nome,Categoria,Em Home,Observações,Parent,Prioridade,Status,Tipo,URL
Clientes — Alaska OS,Clientes,Yes,,Alaska,,Ativo,Database,https://www.notion.so/Clientes-Alaska-OS-ef680eb4da10444c9c8414d48869cf5b?v=8ff10d2ef1aa4692bbb3fc65c11530b8&source=copy_link#29f40b88141880a192d1e038ac662bfc
